age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
61.0,Irregular,Moderate,Cold,Mediterranean,Salty
48.0,Early Bird,,Dry,,Sweet
61.0,Irregular,Heavy,Dry,Mediterranean,Salty
64.0,Irregular,Light,Cold,Mixed,Sour
19.0,Early Bird,Heavy,Dry,,Sweet
49.0,Irregular,Moderate,Cold,Asian,Sour
,Irregular,Moderate,Dry,Mediterranean,Salty
30.0,Night Owl,,Temperate,Mediterranean,Sweet
63.0,Irregular,Light,Dry,Asian,Sweet
22.0,Night Owl,Moderate,Dry,Mixed,Sweet
59.0,Irregular,Heavy,Temperate,Mediterranean,Salty
61.0,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,Light,Dry,Mediterranean,Sweet
60.0,Night Owl,Heavy,Tropical,Mixed,Sweet
42.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
51.0,Irregular,Light,Cold,Asian,Sweet
54.0,Irregular,Moderate,Dry,Mediterranean,Salty
47.0,Irregular,Moderate,Cold,Mixed,Salty
24.0,Early Bird,Moderate,Temperate,Asian,Sweet
23.0,Night Owl,Heavy,Dry,Asian,Sweet
20.0,Irregular,Heavy,Temperate,Asian,Sweet
30.0,,Light,Dry,Asian,Sweet
20.0,Early Bird,Heavy,Dry,Mixed,Sour
43.0,Irregular,Heavy,Temperate,Asian,Sour
41.0,Night Owl,Moderate,Dry,,Sour
23.0,Early Bird,Heavy,Dry,Mixed,Sour
60.0,Irregular,Heavy,Cold,Mediterranean,Salty
66.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
59.0,Early Bird,Light,Tropical,Asian,Sweet
29.0,Early Bird,Heavy,Tropical,Asian,Sweet
66.0,Irregular,Light,Dry,Mixed,Sour
53.0,Irregular,Moderate,Cold,Mediterranean,Salty
19.0,Night Owl,Heavy,Dry,Asian,Sweet
28.0,Irregular,Light,Cold,Asian,Sweet
56.0,Irregular,Moderate,Dry,Mixed,Salty
51.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
43.0,Irregular,Light,Temperate,Asian,Sweet
35.0,Night Owl,Light,Cold,,Sweet
38.0,Night Owl,Moderate,Dry,Asian,Sweet
53.0,Night Owl,,Dry,Asian,Sweet
,Irregular,Heavy,Cold,Asian,Sour
69.0,Night Owl,,Cold,Asian,Sweet
,Irregular,Light,Tropical,Mediterranean,Sweet
61.0,Night Owl,Heavy,Cold,Mixed,Sour
39.0,Irregular,Light,Dry,Mixed,Sour
47.0,Night Owl,Light,Tropical,Mixed,Sweet
67.0,Early Bird,Moderate,Tropical,,Sweet
60.0,Early Bird,Light,Temperate,Mixed,Sour
47.0,Early Bird,Moderate,Temperate,Mediterranean,Salty
25.0,Night Owl,Moderate,,Asian,Sweet
51.0,Irregular,Heavy,Cold,Mediterranean,Salty
64.0,Night Owl,Moderate,Tropical,Asian,Sweet
26.0,Night Owl,Heavy,Cold,Asian,Sweet
68.0,Night Owl,Moderate,Tropical,,Sweet
,Night Owl,Light,Dry,Mediterranean,Sweet
57.0,Irregular,Heavy,Cold,Mixed,Salty
42.0,Night Owl,Light,Tropical,Asian,Spicy
36.0,Early Bird,Heavy,,Mediterranean,Salty
22.0,Early Bird,Light,Temperate,,Sweet
28.0,Early Bird,Moderate,Dry,Asian,Sweet
,Night Owl,Heavy,Cold,Mixed,Sour
25.0,Irregular,,Tropical,Asian,Sweet
36.0,Irregular,Heavy,Temperate,Mediterranean,Salty
40.0,Irregular,Moderate,Tropical,Mediterranean,Sour
44.0,Night Owl,Light,Cold,Mediterranean,Sweet
57.0,Irregular,Moderate,Temperate,Asian,Sour
49.0,Early Bird,Moderate,Dry,Mediterranean,Salty
43.0,Irregular,Moderate,Dry,Mediterranean,Salty
44.0,Night Owl,Light,Cold,,Sweet
36.0,Night Owl,Moderate,Cold,Mixed,Sour
67.0,Irregular,Heavy,Tropical,Mediterranean,Sour
59.0,Night Owl,Moderate,,Mixed,Sour
46.0,Irregular,Light,Cold,Asian,Sweet
56.0,Irregular,Heavy,Cold,Mixed,Salty
58.0,,Light,Dry,Mixed,Sour
50.0,Night Owl,Moderate,Tropical,Mixed,Sweet
36.0,Early Bird,Light,Tropical,Mixed,Sweet
54.0,Night Owl,Heavy,Dry,Asian,Sweet
36.0,Irregular,Light,Dry,Mixed,Sour
50.0,Night Owl,Heavy,Dry,Mediterranean,Sour
64.0,Irregular,Heavy,Dry,Mixed,Salty
33.0,Night Owl,Moderate,Dry,Mixed,Sour
40.0,Early Bird,Moderate,Cold,Mediterranean,Salty
24.0,Early Bird,,Temperate,Asian,Sweet
,Irregular,Light,Dry,,Sour
,Early Bird,Heavy,Temperate,Mediterranean,Salty
29.0,Irregular,Moderate,Tropical,Mediterranean,Sweet
25.0,Irregular,Light,Cold,Mediterranean,Sweet
22.0,Irregular,Heavy,Temperate,Mixed,Sour
59.0,Night Owl,Moderate,Tropical,,Sweet
45.0,Irregular,Heavy,Tropical,Mixed,Sour
22.0,Early Bird,Heavy,Tropical,Mixed,Sweet
66.0,Night Owl,,Dry,Asian,Sweet
43.0,Early Bird,Light,Cold,Mixed,Sour
22.0,,,Tropical,Mixed,Sweet
39.0,Irregular,Moderate,Dry,Asian,Sour
32.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
30.0,Night Owl,Heavy,Cold,Mixed,Sweet
45.0,Early Bird,Heavy,Temperate,,Salty
50.0,Irregular,Light,Temperate,Mediterranean,Sour
60.0,Night Owl,Moderate,Dry,Mixed,Sour
,Irregular,Heavy,Temperate,Mediterranean,Salty
50.0,Irregular,Moderate,Cold,Mediterranean,Salty
60.0,,Heavy,Temperate,Mediterranean,Salty
35.0,Irregular,Moderate,Dry,Mixed,Salty
67.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
47.0,Night Owl,Light,Dry,Mixed,Sweet
43.0,Irregular,Heavy,Tropical,Asian,Sweet
33.0,Irregular,Heavy,,Mediterranean,Salty
30.0,Night Owl,Heavy,Tropical,Mixed,Sweet
56.0,Early Bird,Heavy,Dry,Mediterranean,Salty
50.0,Irregular,Heavy,,Mixed,Salty
43.0,Night Owl,Moderate,Cold,Mixed,Sour
65.0,Irregular,Moderate,Cold,Asian,Sour
18.0,Early Bird,Light,Tropical,Mediterranean,Sweet
66.0,Early Bird,Heavy,Tropical,Mixed,Sour
55.0,Early Bird,Moderate,Cold,Asian,Sour
19.0,Early Bird,Moderate,Temperate,Mixed,Sour
66.0,Night Owl,Heavy,Cold,Mixed,Sour
,Irregular,Heavy,Temperate,Asian,Sweet
,Night Owl,Light,Tropical,Mediterranean,Sweet
67.0,Early Bird,Light,Tropical,Asian,Sweet
55.0,Early Bird,Moderate,Dry,Mediterranean,Salty
59.0,Early Bird,Light,Dry,Mixed,Sour
41.0,Early Bird,Moderate,Temperate,Mixed,Salty
35.0,Irregular,Light,Temperate,Asian,Sweet
44.0,Early Bird,Heavy,Cold,Asian,Sour
58.0,Irregular,Light,Temperate,,Sweet
25.0,Early Bird,Moderate,Tropical,Mixed,Sweet
45.0,Irregular,Light,Tropical,Mediterranean,Sweet
27.0,Irregular,Moderate,Tropical,Asian,Sweet
34.0,Early Bird,Moderate,Dry,Mediterranean,Salty
,Night Owl,Light,Temperate,Asian,Sweet
23.0,Night Owl,Light,Temperate,Asian,Spicy
31.0,Night Owl,Moderate,Dry,Asian,Sweet
,Night Owl,Heavy,Dry,Asian,Sweet
23.0,Night Owl,Light,Dry,Mixed,Sweet
43.0,Early Bird,,Tropical,Mixed,Sour
56.0,Early Bird,Heavy,,Asian,Sour
,Early Bird,Moderate,Cold,Mixed,Sour
,Early Bird,Light,Cold,Mixed,Sour
31.0,Early Bird,Moderate,Temperate,Mixed,Salty
39.0,Early Bird,Moderate,Temperate,Mixed,Salty
68.0,Irregular,,Dry,Mediterranean,Salty
40.0,Irregular,Light,Dry,Mediterranean,Sour
65.0,Early Bird,Heavy,Tropical,Mixed,Sour
24.0,,Heavy,Dry,Mediterranean,Sour
57.0,Irregular,Heavy,Temperate,Asian,Sour
67.0,Irregular,Heavy,Tropical,Mediterranean,Sour
42.0,Early Bird,Light,Cold,Asian,Sweet
30.0,Irregular,Moderate,Temperate,Mediterranean,Sour
38.0,Night Owl,Heavy,Cold,Mediterranean,Sour
58.0,Night Owl,Heavy,Temperate,Asian,Sweet
,Night Owl,Light,Temperate,Asian,Spicy
,Irregular,Moderate,Tropical,Mixed,Sweet
32.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
69.0,Early Bird,,Dry,,Sour
19.0,Early Bird,Heavy,Temperate,Mixed,Sour
42.0,Irregular,Moderate,Temperate,Asian,Sour
30.0,Irregular,Light,Tropical,Mixed,Sweet
,Night Owl,Moderate,Cold,Mixed,Sour
68.0,Irregular,Moderate,Dry,Asian,Sour
,Night Owl,Heavy,Temperate,Asian,Sweet
52.0,Night Owl,Light,Tropical,Mediterranean,Sweet
55.0,Early Bird,Light,Temperate,,Sour
20.0,Irregular,Light,Tropical,Mixed,Sweet
59.0,Early Bird,Heavy,Dry,Asian,Sour
23.0,Early Bird,Light,,Mediterranean,Sweet
65.0,Irregular,Light,Temperate,Mixed,Sour
66.0,,Heavy,Temperate,Mediterranean,Salty
36.0,Night Owl,Moderate,Dry,Mixed,Sour
20.0,,Light,Cold,Mediterranean,Sweet
35.0,Night Owl,Moderate,Temperate,Asian,Sweet
56.0,Night Owl,Light,Dry,,Sweet
26.0,Early Bird,Moderate,Temperate,Mixed,Sour
,Early Bird,Moderate,Temperate,Mediterranean,Salty
29.0,Irregular,Heavy,Dry,Mediterranean,Sour
22.0,,Heavy,Dry,Mediterranean,Sweet
20.0,Night Owl,,Tropical,Asian,Spicy
28.0,Night Owl,Light,Tropical,Mediterranean,Spicy
47.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
,,Light,Dry,Asian,Sweet
22.0,Early Bird,Light,Cold,Mediterranean,Sweet
18.0,Irregular,Heavy,Cold,Asian,Sweet
44.0,Irregular,Moderate,Temperate,Asian,Sour
45.0,Early Bird,Light,Tropical,Mediterranean,Sweet
46.0,Early Bird,Heavy,Dry,Asian,Sour
35.0,Irregular,,Dry,Mediterranean,Sour
29.0,Early Bird,,Tropical,Asian,Spicy
30.0,Early Bird,Heavy,Dry,Mixed,Sour
58.0,Irregular,Heavy,Temperate,Mediterranean,Salty
,Irregular,Light,Dry,Mixed,Sweet
54.0,Night Owl,Light,Dry,Mixed,Sweet
62.0,Early Bird,Moderate,Tropical,,Sour
33.0,Irregular,Moderate,Tropical,Mixed,Sour
65.0,Early Bird,Heavy,Cold,Mediterranean,Salty
41.0,Early Bird,Light,Temperate,Asian,Sweet
,Irregular,Heavy,Tropical,Mediterranean,Sour
39.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
53.0,Irregular,Light,Tropical,,Sweet
28.0,Irregular,Moderate,Dry,Mixed,Sour
63.0,Early Bird,Heavy,Temperate,Asian,Sour
,Night Owl,Heavy,Temperate,Mixed,Sour
52.0,Irregular,Light,Dry,Mediterranean,Sour
65.0,Early Bird,Moderate,,Asian,Sour
32.0,Irregular,Moderate,Tropical,Asian,Sweet
48.0,Early Bird,Light,Cold,Mixed,Sour
59.0,Irregular,Heavy,Cold,Asian,Sour
58.0,Night Owl,Light,Temperate,Mediterranean,Sweet
60.0,Irregular,Light,Cold,Asian,Sweet
33.0,Early Bird,Moderate,Tropical,,Sweet
27.0,,Heavy,Dry,Mediterranean,Sour
66.0,Night Owl,Heavy,Temperate,Mixed,Sour
,Night Owl,Moderate,Temperate,Asian,Sweet
68.0,Night Owl,Heavy,Dry,Mixed,Sour
19.0,,Heavy,Cold,Asian,Sweet
,Early Bird,Light,Temperate,Mediterranean,Sour
40.0,Irregular,Light,Dry,Mixed,Sour
19.0,Night Owl,Light,Dry,Asian,Spicy
55.0,Irregular,Heavy,Cold,Mixed,Salty
48.0,Early Bird,Heavy,Cold,Asian,Sour
68.0,Irregular,Heavy,Tropical,Mediterranean,Sour
,Irregular,,Cold,Mediterranean,Salty
43.0,,Moderate,Cold,Asian,Sweet
46.0,Night Owl,Moderate,Dry,Asian,Sweet
20.0,Early Bird,Heavy,Temperate,Mixed,Sour
31.0,Irregular,Light,Dry,Asian,Sweet
42.0,Early Bird,Light,Tropical,Mixed,Sweet
65.0,Early Bird,Moderate,,Asian,Sour
18.0,Early Bird,Moderate,,Mediterranean,Sweet
20.0,Night Owl,Heavy,Cold,Mixed,Sweet
43.0,Night Owl,Heavy,Temperate,Mixed,Sour
35.0,Irregular,Heavy,Temperate,Mediterranean,Salty
26.0,Irregular,Heavy,Dry,Mixed,Sour
55.0,Irregular,Heavy,Temperate,Mediterranean,Salty
40.0,Night Owl,Light,Tropical,Mediterranean,Sweet
38.0,Night Owl,Light,Tropical,Mediterranean,Sweet
18.0,Early Bird,Heavy,Cold,,Sweet
38.0,Night Owl,Light,Dry,Mediterranean,Sweet
44.0,Early Bird,Heavy,Cold,Mixed,Salty
,,Heavy,Temperate,Asian,Sour
,Night Owl,Moderate,Cold,Mediterranean,Sweet
61.0,Early Bird,Light,Temperate,Mediterranean,Sour
53.0,Early Bird,Light,Tropical,Mediterranean,Sweet
45.0,Irregular,Moderate,Dry,Mixed,Salty
62.0,Early Bird,Light,Dry,Asian,Sweet
34.0,Night Owl,Moderate,Cold,Asian,Sweet
57.0,Night Owl,,Temperate,Asian,Sweet
69.0,Early Bird,Heavy,Tropical,Mixed,Sour
20.0,,Moderate,Temperate,Mediterranean,Sour
29.0,Night Owl,Heavy,Cold,Asian,Sweet
56.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
29.0,Irregular,Light,Tropical,Mixed,Sweet
19.0,Early Bird,Moderate,Cold,Asian,Sweet
63.0,Night Owl,Heavy,,Mixed,Sweet
39.0,Early Bird,Heavy,Cold,Asian,Sour
40.0,,,Dry,,Sour
47.0,Early Bird,Light,Temperate,Mediterranean,Sour
22.0,Early Bird,Heavy,Tropical,Mixed,Sweet
26.0,Night Owl,Light,Tropical,Asian,Spicy
38.0,Irregular,Moderate,Temperate,Asian,Sour
,Night Owl,Light,Tropical,Mixed,Spicy
22.0,Irregular,Moderate,Tropical,Mediterranean,Sweet
52.0,Early Bird,Light,Tropical,Mixed,Sweet
44.0,Irregular,Light,Dry,Asian,Sweet
66.0,Early Bird,Heavy,Tropical,Mixed,Sour
19.0,Night Owl,Light,Dry,Mediterranean,Sweet
41.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
48.0,Irregular,,Dry,Mediterranean,Salty
50.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
56.0,Early Bird,Heavy,Tropical,,Sour
47.0,Irregular,Light,Tropical,Mediterranean,Sweet
63.0,Early Bird,Moderate,Dry,Mediterranean,Salty
54.0,Early Bird,,Cold,Asian,Sour
68.0,Early Bird,Moderate,,,Salty
45.0,Night Owl,,Temperate,Mediterranean,Sour
48.0,,Moderate,Temperate,Mixed,Sour
28.0,Night Owl,Moderate,Temperate,Mixed,Sweet
40.0,Early Bird,Moderate,Tropical,Asian,Sweet
19.0,Night Owl,Moderate,Cold,Mixed,Sweet
57.0,Early Bird,Heavy,Cold,Mixed,Salty
58.0,Early Bird,Heavy,Temperate,Mediterranean,Salty
44.0,Irregular,Light,Cold,Mediterranean,Sour
52.0,,Moderate,Temperate,Mixed,Salty
19.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
56.0,Night Owl,Light,Cold,Asian,Sweet
54.0,Early Bird,,Tropical,Mixed,Sweet
38.0,Night Owl,Moderate,Tropical,Mixed,Sweet
22.0,Early Bird,Light,Cold,Asian,Sweet
69.0,Irregular,Heavy,Dry,Asian,Sour
62.0,Early Bird,Light,Temperate,Asian,Sweet
38.0,Early Bird,,,Asian,Sweet
,Irregular,Heavy,Tropical,Mixed,Sour
37.0,Night Owl,Light,Temperate,Mediterranean,Sweet
55.0,Irregular,Light,Tropical,Mediterranean,Sweet
37.0,Irregular,Light,Temperate,Mediterranean,Sour
67.0,Early Bird,Light,Cold,Mediterranean,Sour
42.0,Early Bird,Moderate,Tropical,Asian,Sweet
19.0,Irregular,Moderate,,Mediterranean,Sour
49.0,Night Owl,Heavy,Temperate,Mediterranean,Sour
43.0,Irregular,Light,Cold,Mixed,Sour
23.0,Night Owl,Heavy,Temperate,Mixed,Sweet
,Irregular,Moderate,Temperate,,Salty
20.0,Irregular,Light,,Asian,Spicy
50.0,Night Owl,Light,Cold,Mediterranean,Sweet
18.0,Irregular,Moderate,Cold,Asian,Sweet
68.0,Early Bird,Light,,Mixed,Sweet
22.0,Irregular,Light,Dry,Asian,Sweet
30.0,Early Bird,Moderate,Tropical,Mediterranean,Sweet
36.0,Night Owl,Heavy,Tropical,Mixed,Sweet
29.0,Night Owl,Heavy,Dry,,Sweet
65.0,Early Bird,Light,Temperate,Mediterranean,Sour
42.0,Irregular,Moderate,Cold,Asian,Sour
68.0,Early Bird,Heavy,Cold,Mediterranean,Salty
52.0,Early Bird,,Dry,Mediterranean,Salty
,Night Owl,Light,Cold,Mixed,Sweet
47.0,Early Bird,Heavy,Dry,Asian,Sour
22.0,Irregular,Moderate,Temperate,,Sweet
51.0,Early Bird,Heavy,Dry,Mixed,Salty
39.0,Night Owl,Moderate,Cold,Mixed,Sour
56.0,Irregular,Moderate,Cold,,Sour
,Night Owl,Light,Dry,Mixed,Sweet
64.0,Early Bird,Heavy,Cold,Asian,Sour
20.0,Early Bird,Light,Dry,Mixed,Sweet
37.0,Night Owl,Heavy,Cold,Asian,Sweet
48.0,,,Tropical,Asian,Spicy
22.0,Irregular,,Temperate,Mixed,Sweet
41.0,Night Owl,Light,Cold,Mediterranean,Sweet
57.0,Night Owl,Heavy,Cold,Mediterranean,Sour
50.0,Early Bird,Light,Cold,Mixed,Sour
25.0,Early Bird,Moderate,Dry,,Sweet
41.0,Night Owl,Heavy,Cold,Mixed,Sour
67.0,Night Owl,Moderate,Dry,Mediterranean,Sour
37.0,Early Bird,Light,Cold,Asian,Sweet
33.0,Irregular,,Tropical,Asian,Sweet
67.0,Irregular,Moderate,Tropical,Asian,Sweet
69.0,Irregular,Light,Temperate,Mediterranean,Sour
29.0,Irregular,Heavy,Dry,Mediterranean,Sour
,,Moderate,Temperate,Asian,Sweet
62.0,Night Owl,Heavy,Cold,,Sweet
59.0,Irregular,Heavy,Cold,Mediterranean,Salty
,,Heavy,Tropical,Mediterranean,Sour
42.0,Night Owl,Light,Temperate,Asian,Sweet
63.0,Irregular,Light,Cold,Mixed,Sour
49.0,Night Owl,Moderate,Cold,Mixed,Sour
41.0,Irregular,Moderate,Dry,Mixed,Salty
65.0,Night Owl,Heavy,Cold,Mediterranean,Sour
,Irregular,Light,Temperate,Mixed,Sour
61.0,Irregular,Light,Tropical,Mixed,Sweet
26.0,Night Owl,Light,Tropical,,Spicy
57.0,Night Owl,Moderate,Cold,Mixed,Sour
67.0,Night Owl,Light,Cold,Asian,Sweet
40.0,Early Bird,Heavy,Cold,Mediterranean,Salty
67.0,Early Bird,Heavy,Dry,Asian,Sour
30.0,Night Owl,Heavy,Cold,Mixed,Sweet
49.0,Early Bird,Light,Cold,,Sweet
67.0,Irregular,Heavy,,Mediterranean,Salty
32.0,Night Owl,Heavy,Temperate,Mixed,Sour
53.0,Early Bird,,Dry,Mediterranean,Salty
66.0,Night Owl,,Tropical,Mixed,Sweet
22.0,Irregular,Light,Dry,Mediterranean,Sweet
39.0,Irregular,Light,Dry,Mediterranean,Sour
33.0,Early Bird,Light,Temperate,Asian,Sweet
58.0,Irregular,Light,Temperate,Mediterranean,Sour
27.0,Night Owl,Light,Cold,Mediterranean,Sweet
41.0,Early Bird,Moderate,Dry,,Sour
35.0,Night Owl,Moderate,Temperate,Mixed,Sour
,Night Owl,Moderate,Tropical,Mixed,Sweet
35.0,Night Owl,Heavy,Cold,Mediterranean,Sour
24.0,Irregular,Heavy,Dry,Asian,Sweet
21.0,Night Owl,Moderate,,Mixed,Sweet
43.0,Irregular,Moderate,Temperate,Asian,Sour
22.0,Night Owl,Light,Cold,Mediterranean,Sweet
33.0,Irregular,Moderate,Tropical,,Sweet
52.0,Irregular,Light,Dry,Mediterranean,Sour
43.0,Irregular,Moderate,Tropical,Mixed,Sour
35.0,Night Owl,Light,Cold,Mixed,Sweet
46.0,Night Owl,Moderate,Dry,Mixed,Sour
,Irregular,Light,Dry,Mixed,Sour
31.0,Night Owl,Heavy,Tropical,Asian,Sweet
,Irregular,Heavy,Cold,Asian,Sour
66.0,Night Owl,Light,Dry,Asian,Sweet
50.0,Irregular,Light,Cold,Mediterranean,Sour
42.0,,Heavy,Temperate,Mixed,Salty
38.0,Early Bird,Moderate,Tropical,,Sour
34.0,Night Owl,Light,Cold,Mixed,Sweet
40.0,Night Owl,Moderate,Temperate,Asian,Sweet
60.0,Early Bird,Heavy,Temperate,Asian,Sour
,,Heavy,,Mixed,Salty
31.0,Irregular,Light,Cold,Mediterranean,Sour
46.0,Early Bird,Moderate,Tropical,Asian,Sweet
37.0,Early Bird,Heavy,Tropical,Mixed,Sour
47.0,Irregular,Moderate,Dry,Mixed,Salty
,Night Owl,Heavy,Tropical,Mixed,Sweet
56.0,Early Bird,Light,Cold,Mediterranean,Sour
30.0,Early Bird,Moderate,Dry,Mixed,Sour
35.0,Early Bird,Moderate,Temperate,Asian,Sour
,Early Bird,Light,,Mediterranean,Sour
63.0,Early Bird,Light,Cold,Mediterranean,Sour
50.0,Early Bird,Light,Dry,,Sour
56.0,Irregular,Light,Dry,Asian,Sweet
57.0,Irregular,Heavy,Tropical,Asian,Sweet
35.0,Early Bird,Moderate,Temperate,Mixed,Salty
26.0,Irregular,Heavy,Temperate,Mixed,Sour
50.0,Night Owl,Light,Tropical,Asian,Spicy
49.0,,Heavy,,Mediterranean,Sour
34.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
36.0,Night Owl,Moderate,Temperate,Mixed,Sour
44.0,Night Owl,Moderate,Temperate,Mixed,Sour
23.0,Irregular,,Temperate,Asian,Sweet
52.0,Irregular,Light,Tropical,Asian,Sweet
54.0,Irregular,Light,Temperate,,Sweet
51.0,Irregular,Moderate,Temperate,Asian,Sour
37.0,Night Owl,Heavy,,Mixed,Sour
,Early Bird,Moderate,Temperate,Mixed,Salty
21.0,Irregular,Light,Cold,Asian,Sweet
27.0,Night Owl,Heavy,Temperate,Mixed,Sweet
27.0,Irregular,Light,Temperate,Mixed,Sweet
41.0,Night Owl,Moderate,Dry,Asian,Sweet
38.0,Irregular,Moderate,,Mediterranean,Salty
28.0,Early Bird,Heavy,Tropical,Mediterranean,Sweet
44.0,Irregular,Moderate,Tropical,Asian,Sweet
33.0,Early Bird,Light,Cold,Mediterranean,Sour
43.0,Irregular,Light,Dry,Mixed,Sour
47.0,Irregular,Light,Tropical,Mediterranean,Sweet
66.0,Irregular,Heavy,Tropical,Asian,Sweet
33.0,Night Owl,Light,Tropical,Asian,Spicy
24.0,Night Owl,Moderate,,Mediterranean,Sweet
33.0,Early Bird,Heavy,Dry,Mediterranean,Salty
52.0,Early Bird,Light,Cold,Mixed,Sour
33.0,Night Owl,Light,Dry,Mediterranean,Sweet
57.0,,Moderate,Dry,Mediterranean,Salty
29.0,Early Bird,Moderate,Dry,Mediterranean,Sour
52.0,Night Owl,Heavy,Cold,Mixed,Sour
66.0,Night Owl,Light,Temperate,Mediterranean,Sweet
38.0,Night Owl,Light,Temperate,Mixed,Sweet
67.0,Night Owl,Moderate,Tropical,Mixed,Sweet
60.0,Irregular,Heavy,Temperate,,Sour
53.0,Night Owl,,Temperate,Asian,Sweet
65.0,Early Bird,Moderate,Cold,Mixed,Salty
,Irregular,Heavy,Cold,Mixed,Salty
49.0,Irregular,Light,Temperate,Mixed,Sour
58.0,Early Bird,Light,Temperate,Asian,Sweet
23.0,Irregular,Light,Temperate,,Sweet
41.0,Early Bird,Heavy,Tropical,Asian,Sweet
44.0,Irregular,Heavy,Cold,Asian,Sour
37.0,Irregular,Heavy,Temperate,Mixed,Salty
42.0,Early Bird,Heavy,Dry,Mixed,Salty
19.0,Early Bird,Heavy,Temperate,Mixed,Sour
,Early Bird,Moderate,Dry,Asian,Sweet
45.0,Early Bird,Light,Tropical,Mediterranean,Sweet
55.0,Night Owl,Heavy,Dry,,Sour
,Night Owl,Light,Cold,Mediterranean,Sweet
37.0,Early Bird,Heavy,Tropical,,Sour
,Night Owl,Light,Tropical,,Spicy
56.0,Early Bird,Moderate,,Mediterranean,Salty
50.0,Early Bird,Light,Tropical,Mediterranean,Sweet
18.0,Irregular,Light,Tropical,Asian,Spicy
54.0,Early Bird,Heavy,Dry,Asian,Sour
23.0,Early Bird,Light,Temperate,Asian,Sweet
62.0,Early Bird,Moderate,Cold,Mediterranean,Salty
51.0,Early Bird,Moderate,Temperate,Asian,Sour
64.0,Irregular,Moderate,Cold,Mixed,Salty
32.0,Early Bird,Heavy,Dry,Mediterranean,Salty
,Irregular,Heavy,Tropical,,Sour
43.0,Early Bird,Heavy,Tropical,Mediterranean,Sour
31.0,Irregular,Heavy,Temperate,Mediterranean,Salty
24.0,Night Owl,Heavy,Temperate,Mediterranean,Sweet
63.0,Irregular,,Temperate,Mediterranean,Salty
48.0,Irregular,Light,Tropical,Mixed,Sweet
41.0,Early Bird,Moderate,Tropical,Mediterranean,Sour
48.0,Irregular,Heavy,Dry,Mediterranean,Salty
46.0,Irregular,Moderate,Cold,Asian,Sour
59.0,Early Bird,Light,,Mediterranean,Sour
49.0,Night Owl,Heavy,Tropical,Mediterranean,Sweet
34.0,Night Owl,Moderate,Cold,Mediterranean,Sour
31.0,Night Owl,Moderate,Temperate,Mediterranean,Sour
57.0,Irregular,Light,Temperate,Mediterranean,Sour
53.0,Early Bird,Heavy,Cold,Mediterranean,Salty
65.0,Night Owl,Heavy,Cold,Mixed,Sour
41.0,Night Owl,Light,Cold,Mixed,Sweet
,Night Owl,Light,Tropical,Mediterranean,Sweet
44.0,Night Owl,Light,Dry,Mixed,Sweet
42.0,Early Bird,Light,Temperate,Asian,Sweet
,Night Owl,Heavy,Temperate,Asian,Sweet
69.0,Irregular,Heavy,Cold,Mediterranean,Salty
35.0,Irregular,Moderate,Tropical,Mediterranean,Sour
63.0,Early Bird,Moderate,Cold,,Salty
35.0,,Moderate,Tropical,Asian,Sweet
54.0,Night Owl,Heavy,Dry,Mediterranean,Sour
,Irregular,Heavy,Temperate,Asian,Sour
26.0,Early Bird,Heavy,Temperate,Mixed,Sour
52.0,Irregular,,Tropical,Mediterranean,Sour
25.0,Early Bird,Light,Dry,Mediterranean,Sweet
37.0,,Light,Dry,Mediterranean,Sour
59.0,Early Bird,Light,Temperate,Asian,Sweet
39.0,Irregular,Light,Temperate,Mixed,Sour
36.0,Early Bird,Light,Cold,Asian,Sweet
,Irregular,Heavy,Tropical,Asian,Sweet
45.0,Irregular,Moderate,Temperate,Mediterranean,Salty
52.0,Night Owl,Light,Dry,Mixed,Sweet
,Irregular,Light,Dry,Mixed,Sour
,Irregular,Light,Temperate,Mediterranean,Sweet
48.0,Night Owl,Heavy,Dry,Mixed,Sour
66.0,Night Owl,Light,Tropical,Mediterranean,Sweet
65.0,Night Owl,Moderate,Dry,Mediterranean,Sour
56.0,Early Bird,Heavy,Dry,Mixed,Salty
53.0,Early Bird,Heavy,Temperate,Mixed,Salty
47.0,Night Owl,Heavy,Tropical,Mixed,Sweet
40.0,Early Bird,Light,Tropical,Mixed,Sweet
36.0,Night Owl,,Cold,Asian,Sweet
29.0,Early Bird,Light,Tropical,Mediterranean,Sweet
32.0,,Light,Cold,Mediterranean,Sour
48.0,Early Bird,Moderate,Temperate,,Salty
60.0,Early Bird,Heavy,Dry,Mediterranean,Salty
54.0,Irregular,Light,Tropical,Asian,Sweet
